personName,position,fieldGoalsMade,fieldGoalsAttempted,fieldGoalsPercentage,threePointersMade,threePointersAttempted,threePointersPercentage,freeThrowsMade,freeThrowsAttempted,freeThrowsPercentage,reboundsOffensive,reboundsDefensive,reboundsTotal,assists,steals,blocks,turnovers,foulsPersonal,points,plusMinusPoints
Kendrick Perkins,C,475,1025,46.34146341463415,0,3,0.0,209,358,58.37988826815642,431,1180,1611,315,115,242,422,782,1159,730
Kenrich Williams,"F, G, C",675,1354,49.852289512555394,199,513,38.79142300194932,90,171,52.63157894736842,317,646,963,458,182,50,186,437,1639,72
Kent Bazemore,F,200,534,37.453183520599254,84,244,34.42622950819672,113,147,76.87074829931973,27,267,294,93,74,40,91,196,597,10
Kentavious Caldwell-Pope,"F, G",361,829,43.54644149577804,159,408,38.970588235294116,137,154,88.96103896103897,41,220,261,145,83,26,97,139,1018,-229
Keon Ellis,G,114,248,45.96774193548387,76,180,42.22222222222222,30,42,71.42857142857143,36,96,132,91,56,30,38,122,334,72
Keon Johnson,G,146,399,36.59147869674185,59,170,34.705882352941174,52,71,73.23943661971832,29,75,104,122,40,16,82,91,403,-432
Kessler Edwards,G,64,151,42.384105960264904,35,95,36.84210526315789,15,22,68.18181818181817,26,63,89,36,21,9,13,63,178,-43
Kevin Durant,F,4694,9368,50.1067463706234,1049,2671,39.273680269561964,3402,3871,87.88426763110307,306,3305,3611,2141,559,528,1619,926,13839,3038
Kevin Huerter,"G, F",668,1426,46.84431977559607,328,851,38.54289071680376,131,178,73.59550561797754,80,395,475,387,125,47,150,316,1795,297
Kevin Knox II,F,68,153,44.44444444444444,22,70,31.428571428571427,20,27,74.07407407407408,14,55,69,18,10,0,18,21,178,-140
Kevin Martin,G,380,863,44.0324449594438,169,404,41.83168316831683,247,276,89.4927536231884,35,172,207,118,81,10,114,153,1176,399
Kevin Seraphin,"C, F",941,1915,49.13838120104438,0,3,0.0,215,302,71.19205298013244,430,764,1194,176,73,248,377,770,2097,-643
Keyonte George,G,319,815,39.14110429447853,147,440,33.409090909090914,189,223,84.75336322869956,15,196,211,332,36,7,188,91,974,-374
Khem Birch,"F, C",537,1032,52.03488372093024,14,70,20.0,314,450,69.77777777777779,544,697,1241,274,136,154,153,460,1402,-175
Kirk Hinrich,"G, F",198,438,45.20547945205479,43,112,38.392857142857146,92,105,87.61904761904762,14,115,129,210,56,10,84,119,531,-259
Kosta Koufos,"C, F",747,1378,54.20899854862119,0,1,0.0,138,264,52.27272727272727,488,987,1475,203,138,168,185,571,1632,-640
Kris Dunn,G,307,631,48.652931854199686,59,158,37.34177215189873,80,103,77.66990291262135,68,270,338,457,116,41,146,231,753,-140
Kris Humphries,F,285,640,44.53125,26,84,30.952380952380953,122,156,78.2051282051282,155,408,563,80,40,41,70,180,718,-189
Kris Murray,"F, G",145,366,39.61748633879781,49,183,26.775956284153008,37,56,66.07142857142857,85,139,224,80,53,21,55,92,376,-164
Kristaps Porzingis,"C, F",630,1277,49.33437744714173,166,435,38.160919540229884,455,532,85.52631578947368,152,544,696,224,70,125,165,245,1881,64
Kurt Thomas,C,73,157,46.496815286624205,0,0,0.0,14,20,70.0,39,149,188,46,24,31,31,123,160,18
Kwame Brown,C,17,37,45.94594594594595,0,0,0.0,7,19,36.84210526315789,23,51,74,9,6,10,8,37,41,-40
Kyle Anderson,"F, G, C",493,1031,47.8176527643065,49,145,33.793103448275865,220,300,73.33333333333333,147,773,920,444,241,122,202,302,1255,484
Kyle Kuzma,"F, C",1543,3391,45.50280153347096,439,1306,33.61408882082696,515,696,73.99425287356321,187,1301,1488,768,115,135,551,426,4040,-833
Kyle Lowry,G,3436,8079,42.53001609110038,1554,4120,37.71844660194175,2298,2783,82.57276320517427,484,2535,3019,4383,893,201,1623,1821,10724,2436
Kyle O'Quinn,"F, C",448,895,50.05586592178771,19,74,25.675675675675674,142,205,69.26829268292683,245,643,888,240,88,177,190,419,1057,-241
Kyle Singler,F,159,421,37.76722090261283,59,193,30.569948186528496,60,90,66.66666666666666,69,185,254,53,52,21,59,208,437,-37
Kyrylo Fesenko,C,44,100,44.0,0,1,0.0,18,46,39.130434782608695,34,74,108,18,4,16,25,90,106,38
LaMarcus Aldridge,"F, C",6052,12315,49.143321153065365,196,606,32.34323432343234,2809,3400,82.61764705882354,1911,4421,6332,1558,520,837,1198,1645,15109,2078
Lance Thomas,"F, G",45,126,35.714285714285715,0,1,0.0,23,33,69.6969696969697,28,47,75,20,11,0,17,38,113,-107
Landry Fields,"F, G",149,331,45.01510574018127,3,21,14.285714285714285,53,81,65.4320987654321,84,209,293,95,53,11,61,97,354,-143
Landry Shamet,"G, F",575,1406,40.896159317211946,350,935,37.4331550802139,195,232,84.05172413793103,57,276,333,314,103,32,133,335,1695,-5
Langston Galloway,G,108,251,43.02788844621514,55,125,44.0,33,35,94.28571428571428,14,63,77,54,14,1,31,45,304,48
Larry Drew II,G,21,65,32.30769230769231,4,29,13.793103448275861,2,3,66.66666666666666,2,14,16,47,6,0,26,15,48,-78
Larry Nance Jr.,"C, F",102,198,51.515151515151516,19,62,30.64516129032258,32,49,65.3061224489796,58,151,209,73,38,13,27,67,255,-50
Lauri Markkanen,"F, C",998,2034,49.06588003933137,375,949,39.51527924130664,598,676,88.46153846153845,252,767,1019,233,92,64,204,237,2969,184
Lavoy Allen,"F, C",402,887,45.32130777903044,2,14,14.285714285714285,81,114,71.05263157894737,312,531,843,172,59,100,115,368,887,-251
Linas Kleiza,F,391,960,40.729166666666664,121,376,32.180851063829785,154,203,75.86206896551724,89,339,428,102,46,13,143,263,1057,-110
Lindy Waters III,G,190,457,41.57549234135667,148,393,37.659033078880405,22,27,81.48148148148148,29,159,188,76,38,26,28,96,550,62
Lonnie Walker IV,"G, F",735,1776,41.38513513513514,257,749,34.31241655540721,225,289,77.85467128027682,55,437,492,330,112,51,184,284,1952,-349
Louis King,F,40,94,42.5531914893617,16,46,34.78260869565217,13,17,76.47058823529412,7,27,34,20,10,4,6,27,109,-30
Luc Mbah a Moute,"F, G",266,668,39.82035928143712,63,205,30.73170731707317,105,176,59.65909090909091,91,264,355,121,90,26,103,122,700,-382
Lucas Nogueira,"F, C",182,288,63.19444444444444,9,34,26.47058823529412,73,114,64.03508771929825,120,268,388,72,89,144,75,221,446,279
Luguentz Dort,"F, G",1253,3113,40.25056215868937,564,1626,34.686346863468636,653,822,79.44038929440389,302,808,1110,470,268,111,355,851,3723,-111
Luis Scola,"C, F",701,1513,46.331791143423665,68,177,38.4180790960452,242,314,77.07006369426752,242,659,901,248,113,62,194,435,1712,-237
Luka Samanic,"F, G",138,336,41.07142857142857,36,146,24.65753424657534,72,102,70.58823529411765,39,171,210,55,19,19,60,98,384,-72
Luke Babbitt,F,172,462,37.22943722943723,108,294,36.734693877551024,30,42,71.42857142857143,37,225,262,51,26,11,57,143,482,-176
Luther Head,G,68,164,41.46341463414634,25,64,39.0625,39,50,78.0,16,44,60,70,10,9,32,43,200,-107
Maalik Wayns,G,19,72,26.38888888888889,5,25,20.0,13,15,86.66666666666667,1,4,5,20,3,0,13,18,56,-64
Malachi Flynn,G,342,902,37.91574279379157,159,471,33.75796178343949,102,135,75.55555555555556,48,272,320,350,97,21,114,220,945,-231
Malachi Richardson,F,67,187,35.82887700534759,28,93,30.107526881720432,36,46,78.26086956521739,10,60,70,24,16,2,26,63,198,-84
Malaki Branham,"G, F",540,1239,43.583535108958834,170,523,32.504780114722756,113,133,84.9624060150376,56,273,329,283,60,15,167,209,1363,-737
Malcolm Brogdon,G,218,496,43.95161290322581,82,199,41.20603015075377,95,116,81.89655172413794,28,120,148,214,27,8,60,58,613,-81
Malcolm Miller,"F, G",36,83,43.373493975903614,26,64,40.625,10,16,62.5,7,29,36,15,7,5,10,33,108,59
Malik Beasley,F,265,669,39.61136023916293,169,471,35.881104033970274,37,44,84.0909090909091,27,170,197,93,44,8,60,75,736,-71
Malik Williams,C,9,34,26.47058823529412,1,5,20.0,0,2,0.0,15,23,38,2,3,4,3,15,19,-56
Mamadi Diakite,C,29,52,55.769230769230774,0,5,0.0,10,17,58.82352941176471,18,44,62,4,5,10,7,34,68,-9
Manu Ginobili,G,1934,4395,44.00455062571103,691,1916,36.06471816283925,1203,1459,82.45373543522962,221,1249,1470,1927,555,133,963,943,5762,2389
Marc Gasol,C,206,466,44.20600858369099,80,200,40.0,76,101,75.24752475247524,55,392,447,248,58,61,95,194,568,476
Marcin Gortat,"C, F",3067,5551,55.2513060709782,2,16,12.5,1032,1515,68.11881188118812,1484,4019,5503,817,341,737,835,1430,7168,835
Marco Belinelli,"G, F",1327,3083,43.04249108011677,574,1541,37.248539909149905,517,604,85.59602649006622,83,765,848,646,185,30,367,522,3745,288
Marcus Camby,C,184,455,40.43956043956044,0,1,0.0,61,108,56.481481481481474,287,673,960,196,73,148,109,228,429,53
Marcus Morris Sr.,"F, C",760,1745,43.553008595988544,259,702,36.894586894586894,240,350,68.57142857142857,192,679,871,262,166,49,211,446,2019,-76
Marcus Thornton,"G, F",1178,2780,42.37410071942446,406,1168,34.76027397260274,432,512,84.375,242,502,744,389,246,33,287,418,3194,-765
Mario Hezonja,"F, G",663,1583,41.88250157927985,224,681,32.8928046989721,223,268,83.2089552238806,119,668,787,327,186,72,283,439,1773,-669
Markelle Fultz,G,1096,2322,47.20068906115418,79,288,27.430555555555557,324,443,73.13769751693002,212,585,797,1084,276,68,436,452,2595,-230
Markieff Morris,"F, C",2608,5812,44.872677219545764,441,1306,33.767228177641655,1069,1374,77.80203784570597,765,2420,3185,980,519,332,936,1694,6726,-238
Marquese Chriss,"F, C",486,1109,43.82326420198377,128,414,30.917874396135264,209,339,61.6519174041298,172,571,743,143,118,140,215,468,1309,-680
Marreese Speights,"F, C",282,640,44.0625,87,237,36.708860759493675,95,128,74.21875,85,258,343,70,16,41,80,226,746,79
Martell Webster,"F, G",559,1314,42.54185692541857,295,744,39.6505376344086,321,387,82.94573643410853,101,461,562,257,97,33,170,340,1734,-180
Marvin Bagley III,"F, C",927,1836,50.49019607843137,94,305,30.81967213114754,364,539,67.53246753246754,448,847,1295,160,84,122,226,354,2312,-386
Marvin Williams,F,430,996,43.17269076305221,138,400,34.5,134,172,77.90697674418605,137,460,597,155,91,69,113,249,1132,-270
Mason Plumlee,"C, F",502,959,52.346193952033374,0,9,0.0,342,559,61.18067978533095,321,739,1060,440,118,148,242,402,1346,55
Matisse Thybulle,"F, G",600,1378,43.54136429608128,278,823,33.77885783718105,108,159,67.9245283018868,186,472,658,360,509,270,186,632,1586,-26
Matt Barnes,F,147,383,38.38120104438642,69,211,32.70142180094787,50,66,75.75757575757575,55,238,293,150,36,17,83,138,413,-99
Matt Bonner,"C, F",634,1402,45.22111269614836,366,858,42.65734265734265,101,132,76.51515151515152,162,692,854,244,89,85,87,394,1735,910
Matt Thomas,G,123,277,44.4043321299639,74,179,41.340782122905026,21,26,80.76923076923077,16,89,105,41,14,1,30,56,341,-2
Maurice Evans,F,143,335,42.68656716417911,44,123,35.77235772357724,38,43,88.37209302325581,37,59,96,24,32,9,28,91,368,-153
Maurice Harkless,"F, C, G",1539,3258,47.23756906077348,339,1073,31.593662628145385,470,748,62.834224598930476,601,1344,1945,497,523,362,465,1103,3887,-645
Meyers Leonard,"C, F",836,1746,47.88087056128293,271,703,38.54907539118065,240,290,82.75862068965517,291,1179,1470,338,69,112,268,853,2183,-262
Michael Beasley,F,310,766,40.469973890339425,45,144,31.25,94,126,74.60317460317461,52,230,282,111,31,34,144,107,759,-336
Michael Carter-Williams,G,902,2271,39.718185821224125,128,491,26.069246435845212,527,758,69.52506596306068,246,793,1039,1037,276,110,556,510,2459,-701
Michael Redd,G,144,360,40.0,42,132,31.818181818181817,88,111,79.27927927927928,14,63,77,33,13,0,37,29,418,-121
Mickael Pietrus,"F, G",177,463,38.22894168466522,105,300,35.0,51,75,68.0,20,142,162,42,41,27,55,134,510,-60
Mikal Bridges,"F, G",1664,3338,49.85020970641102,525,1395,37.634408602150536,595,702,84.75783475783476,328,1127,1455,840,468,228,346,745,4448,685
Mike Conley,G,1013,2373,42.68857985672145,480,1218,39.40886699507389,443,539,82.18923933209648,133,519,652,1228,246,45,388,438,2949,996
Mike James,G,121,312,38.782051282051285,26,97,26.804123711340207,64,84,76.19047619047619,12,77,89,120,27,7,48,45,332,-31
Mike Muscala,"C, F",548,1297,42.251349267540476,331,893,37.06606942889138,208,252,82.53968253968253,159,641,800,217,70,103,129,391,1635,102
Mike Scott,"F, C",577,1275,45.254901960784316,248,654,37.920489296636084,98,140,70.0,145,572,717,198,78,34,141,384,1500,60
Miles Plumlee,"C, F",393,748,52.54010695187166,0,0,0.0,93,170,54.70588235294118,293,607,900,70,85,145,156,284,879,82
Mirza Teletovic,F,332,777,42.72844272844273,181,460,39.34782608695652,120,155,77.41935483870968,55,247,302,89,32,21,84,159,965,-170
Mitch McGary,F,99,188,52.659574468085104,0,6,0.0,29,50,57.99999999999999,57,126,183,17,17,18,38,82,227,-1
Miye Oni,F,49,140,35.0,38,115,33.04347826086956,9,12,75.0,29,79,108,37,15,10,21,77,145,44
Mo Bamba,C,890,1859,47.87520172135557,271,748,36.229946524064175,239,349,68.48137535816619,512,1282,1794,284,122,424,259,674,2290,-826
Mo Williams,G,509,1205,42.24066390041494,142,379,37.46701846965699,153,174,87.93103448275862,66,197,263,606,101,19,274,302,1313,10
Monte Morris,G,247,515,47.96116504854369,78,204,38.23529411764706,64,77,83.11688311688312,26,184,210,326,43,13,60,75,636,6
Montrezl Harrell,C,372,592,62.83783783783784,4,21,19.047619047619047,219,306,71.56862745098039,163,305,468,129,35,56,85,163,967,59
Moritz Wagner,"C, F",972,1825,53.26027397260275,209,644,32.45341614906832,571,695,82.15827338129496,308,876,1184,367,150,83,321,669,2724,-294
Moses Brown,C,183,343,53.352769679300295,0,0,0.0,90,165,54.54545454545454,194,289,483,18,37,55,57,127,456,-455
Mychal Mulder,G,20,67,29.850746268656714,13,46,28.26086956521739,2,2,100.0,2,19,21,3,4,1,8,12,55,-54
Nando De Colo,G,169,394,42.89340101522843,49,135,36.2962962962963,66,79,83.54430379746836,37,174,211,203,63,12,116,135,453,-40
Nassir Little,F,479,1060,45.18867924528302,172,521,33.01343570057582,183,249,73.49397590361446,162,526,688,170,73,93,123,310,1313,-395
Nemanja Bjelica,"F, C",667,1396,47.779369627507165,254,635,40.0,171,218,78.44036697247707,260,742,1002,399,124,98,209,461,1759,27
Nene Hilario,"F, C",1168,2285,51.115973741794306,2,16,12.5,603,957,63.00940438871473,322,1066,1388,569,245,145,475,697,2941,470
Nerlens Noel,"C, F",1061,1960,54.13265306122449,2,6,33.33333333333333,451,705,63.97163120567376,603,1319,1922,382,419,455,447,803,2575,-1014
Nick Collison,"F, C",481,883,54.47338618346546,14,56,25.0,186,246,75.60975609756098,412,671,1083,316,140,99,231,656,1162,802
Nick Young,"G, F",876,2068,42.359767891682786,253,678,37.315634218289084,403,486,82.92181069958848,70,331,401,205,111,42,199,318,2408,-578
Nickeil Alexander-Walker,G,99,218,45.412844036697244,45,120,37.5,38,51,74.50980392156863,9,73,82,93,29,18,53,73,281,-3
Nicolas Batum,"F, G",1742,3948,44.123606889564336,706,1949,36.2237044638276,711,855,83.15789473684211,535,1777,2312,1451,414,323,742,804,4901,601
Nicolas Laprovittola,G,20,47,42.5531914893617,10,27,37.03703703703704,9,9,100.0,1,9,10,28,4,1,19,19,59,-44
Nik Stauskas,"G, F",666,1708,38.992974238875874,329,959,34.306569343065696,302,370,81.62162162162161,65,513,578,456,127,73,306,385,1963,-898
Nikola Vucevic,C,4621,9294,49.720249623412954,393,1113,35.309973045822105,1071,1423,75.2635277582572,1686,4941,6627,1699,557,584,1113,1586,10706,-1062
Noah Vonleh,"F, C",294,644,45.65217391304348,20,72,27.77777777777778,121,176,68.75,257,602,859,74,63,64,129,348,729,-165
Nolan Smith,G,109,294,37.07482993197279,19,73,26.027397260273972,40,56,71.42857142857143,24,59,83,97,25,4,71,81,277,-160
Norman Powell,"F, G",1648,3567,46.201289599102886,586,1536,38.15104166666667,787,948,83.0168776371308,157,917,1074,611,339,109,491,753,4669,166
O.G. Anunoby,"F, G, C",1611,3417,47.14661984196663,590,1572,37.531806615776084,456,613,74.38825448613376,405,1173,1578,560,459,188,466,882,4268,903
OG Anunoby,"G, F",157,321,48.90965732087228,61,163,37.423312883435585,33,46,71.73913043478261,24,82,106,72,28,13,43,62,408,37
Ochai Agbaji,"F, G",343,819,41.88034188034188,143,439,32.57403189066059,93,125,74.4,117,220,337,150,63,59,105,216,922,-269
Olivier Sarr,C,84,150,56.00000000000001,16,43,37.2093023255814,39,51,76.47058823529412,56,104,160,25,7,27,29,87,223,-13
Omer Yurtseven,C,99,184,53.80434782608695,5,24,20.833333333333336,19,28,67.85714285714286,72,136,208,29,8,18,37,52,222,-133
Omri Casspi,F,786,1712,45.91121495327103,250,637,39.24646781789639,323,472,68.4322033898305,206,861,1067,297,151,40,267,399,2145,-318
Othyus Jeffers,"F, G",34,70,48.57142857142857,1,5,20.0,31,48,64.58333333333334,26,47,73,21,17,0,14,34,100,40
Otto Porter Jr.,"F, G",1647,3417,48.20017559262511,503,1271,39.57513768686074,431,544,79.22794117647058,461,1507,1968,574,473,173,301,739,4228,464
Ousmane Dieng,F,125,297,42.08754208754209,47,168,27.976190476190478,29,39,74.35897435897436,29,127,156,83,22,12,45,64,326,40
P.J. Tucker,"F, C, G",1272,2949,43.13326551373347,378,1060,35.660377358490564,521,688,75.72674418604652,785,1888,2673,708,543,121,488,1115,3443,-363
Paolo Banchero,"F, C",1119,2529,44.246737841043895,204,636,32.075471698113205,799,1093,73.10155535224153,166,885,1051,700,131,86,447,313,3241,-214
Pascal Siakam,"F, C, G",3363,6856,49.05192532088682,527,1614,32.65179677819083,1622,2101,77.2013326987149,739,2585,3324,1846,468,317,965,1400,8875,1761
Pat Connaughton,"F, G",215,511,42.07436399217221,96,264,36.36363636363637,49,58,84.48275862068965,57,188,245,129,31,24,70,149,575,111
Patrick Baldwin Jr.,F,59,155,38.064516129032256,31,97,31.958762886597935,19,28,67.85714285714286,17,106,123,29,18,15,19,56,168,-23
Patrick Beverley,G,104,241,43.15352697095436,35,109,32.11009174311927,51,63,80.95238095238095,30,115,145,144,24,18,49,83,294,-15
Patrick Christopher,G,3,12,25.0,0,4,0.0,0,0,0.0,2,4,6,0,1,0,1,6,6,-18
Patrick McCaw,"F, G",92,217,42.3963133640553,31,95,32.631578947368425,29,36,80.55555555555556,27,107,134,110,62,6,43,103,244,-55
Patrick Patterson,F,1094,2554,42.834768989819885,488,1324,36.85800604229607,255,335,76.11940298507463,497,1369,1866,521,285,185,296,737,2931,975
Patty Mills,G,2353,5488,42.87536443148688,1218,3144,38.74045801526718,647,752,86.0372340425532,228,1004,1232,1706,482,56,721,958,6571,1733
Pau Gasol,"C, F",631,1319,47.83927217589083,104,234,44.44444444444444,315,431,73.08584686774941,258,989,1247,438,53,163,203,259,1681,274
Paul George,F,1283,2954,43.432633716993905,536,1366,39.23865300146413,791,951,83.17560462670873,177,898,1075,581,331,73,417,447,3893,722
Paul Millsap,"C, F",1393,2754,50.580973129992735,31,101,30.693069306930692,727,956,76.0460251046025,533,1188,1721,543,328,203,403,745,3544,188
Paul Pierce,F,293,656,44.66463414634146,118,303,38.943894389438945,164,210,78.0952380952381,45,249,294,144,46,24,92,160,868,163
Paul Reed,"C, F",479,863,55.50405561993047,24,77,31.16883116883117,109,158,68.9873417721519,379,524,903,164,155,162,134,407,1091,75
Paul Watson,"F, G",60,136,44.11764705882353,40,99,40.4040404040404,13,19,68.42105263157895,9,78,87,30,12,7,16,50,173,-37
Perry Jones III,"F, G",195,464,42.025862068965516,36,123,29.268292682926827,62,94,65.95744680851064,46,206,252,54,36,33,60,135,488,-76
Pooh Jeter,G,106,259,40.92664092664093,6,30,20.0,37,41,90.2439024390244,9,61,70,162,29,2,51,54,255,-88
Precious Achiuwa,"C, F",539,1177,45.794392523364486,98,311,31.511254019292608,189,297,63.63636363636363,296,641,937,176,84,83,172,293,1365,-18
Quentin Richardson,F,161,452,35.61946902654867,84,267,31.46067415730337,58,74,78.37837837837837,54,247,301,76,53,11,62,148,464,-6
Quincy Acy,"F, C",231,448,51.5625,26,81,32.098765432098766,123,169,72.7810650887574,170,336,506,74,66,69,78,302,611,-163
R.J. Hampton,G,336,824,40.77669902912621,104,305,34.0983606557377,152,224,67.85714285714286,51,311,362,265,74,25,150,162,928,-662
RJ Barrett,"F, G",272,492,55.28455284552846,47,120,39.166666666666664,105,167,62.874251497005986,34,170,204,130,19,13,79,84,696,-136
Raja Bell,G,272,641,42.43369734789392,102,280,36.42857142857142,112,127,88.18897637795276,37,188,225,156,69,16,84,247,758,-228
Rajon Rondo,G,355,782,45.39641943734015,62,170,36.470588235294116,87,150,57.99999999999999,77,358,435,839,141,10,278,175,859,-154
Ramon Sessions,G,430,990,43.43434343434344,61,186,32.795698924731184,379,498,76.10441767068274,53,314,367,471,82,6,216,190,1300,-274
Randy Foye,G,345,887,38.89515219842165,203,515,39.41747572815534,140,171,81.87134502923976,25,153,178,216,79,40,120,238,1033,-15
Rashard Lewis,F,337,803,41.96762141967621,103,311,33.11897106109325,108,133,81.203007518797,105,294,399,119,75,40,119,208,885,-224
Rasual Butler,F,308,754,40.84880636604775,127,361,35.18005540166205,71,95,74.73684210526315,36,283,319,106,49,50,71,148,814,-69
Raul Neto,G,878,1931,45.46866908337649,246,672,36.607142857142854,311,387,80.36175710594316,86,526,612,834,262,30,374,520,2313,382
Ray McCallum,G,346,837,41.33811230585424,61,186,32.795698924731184,98,137,71.53284671532847,76,214,290,341,72,24,135,175,851,-306
Ray Spalding,C,25,47,53.191489361702125,0,3,0.0,4,12,33.33333333333333,15,33,48,5,9,8,9,23,54,-19
Rayan Rupert,G,54,161,33.54037267080746,28,78,35.8974358974359,19,25,76.0,24,68,92,62,12,3,31,56,155,-124
Raymond Felton,G,540,1329,40.63205417607224,163,494,32.99595141700405,148,181,81.76795580110497,56,283,339,645,137,32,260,242,1391,111
Reggie Evans,"C, F",148,331,44.71299093655589,0,3,0.0,145,250,57.99999999999999,278,551,829,86,75,12,114,245,441,-243
Reggie Jackson,G,852,1976,43.117408906882595,164,569,28.822495606326886,334,383,87.20626631853786,106,627,733,738,181,28,348,351,2202,480
Reggie Perry,C,39,78,50.0,3,16,18.75,9,15,60.0,15,31,46,12,9,6,11,30,90,-74
Richard Jefferson,F,730,1615,45.20123839009288,338,798,42.35588972431078,303,407,74.44717444717445,90,582,672,292,119,60,219,415,2101,-68
Richaun Holmes,"C, F",1592,2636,60.39453717754173,49,179,27.37430167597765,623,831,74.9699157641396,759,1592,2351,422,231,417,373,1120,3856,-727
Ricky Rubio,G,928,2249,41.26278345931525,253,743,34.05114401076716,610,708,86.15819209039547,123,775,898,1396,306,32,560,553,2719,606
Robert Covington,"F, G",1632,4087,39.93149009053095,938,2601,36.06305267204921,695,849,81.86101295641932,415,2085,2500,676,698,398,683,1283,4897,176
Robin Lopez,C,1271,2331,54.525954525954525,7,26,26.923076923076923,601,800,75.125,897,1020,1917,265,94,390,367,765,3150,274
Rodney Hood,"F, G",1348,3213,41.95455960161843,537,1456,36.88186813186813,486,588,82.6530612244898,117,800,917,576,233,64,372,682,3719,117
Rodney Purvis,G,35,107,32.71028037383177,13,52,25.0,13,15,86.66666666666667,1,26,27,17,3,3,10,26,96,-58
Romeo Langford,"G, F",125,266,46.99248120300752,16,63,25.396825396825395,42,64,65.625,57,61,118,52,25,13,30,68,308,-167
Rondae Hollis-Jefferson,"F, C",164,347,47.262247838616716,3,24,12.5,114,159,71.69811320754717,121,188,309,119,48,27,61,130,445,72
Ronnie Price,G,310,878,35.30751708428246,123,408,30.14705882352941,109,146,74.65753424657534,89,225,314,427,212,27,234,464,852,-244
Royal Ivey,G,104,257,40.46692607003891,62,158,39.24050632911392,12,26,46.15384615384615,19,79,98,49,43,4,34,127,282,-121
Royce O'Neale,"F, G, C",907,2044,44.37377690802348,487,1279,38.076622361219705,228,288,79.16666666666666,248,1671,1919,853,319,151,370,898,2529,1424
Rudy Fernandez,F,213,575,37.04347826086957,116,361,32.13296398891966,126,146,86.3013698630137,37,135,172,193,87,14,88,134,668,92
Rudy Gay,"F, G, C",3377,7483,45.12895897367366,698,2010,34.72636815920398,1628,1969,82.68156424581005,722,2803,3525,1326,591,378,1143,1324,9080,487
Rudy Gobert,"C, F",2796,4280,65.32710280373831,0,11,0.0,2000,3134,63.81620931716656,2023,5096,7119,807,412,1357,1008,1579,7592,2730
Rui Hachimura,"F, C",909,1898,47.89251844046365,155,436,35.55045871559633,330,425,77.64705882352942,171,723,894,252,115,36,190,317,2303,-560
Russell Westbrook,G,6249,14236,43.89575723517842,950,3035,31.30148270181219,4278,5409,79.09040488075429,1159,4551,5710,6573,1313,223,3096,1856,17726,3052
Ryan Anderson,"F, C",577,1342,42.995529061102836,307,797,38.51944792973651,256,302,84.76821192052981,367,504,871,123,83,65,118,306,1717,469
Ryan Arcidiacono,G,8,32,25.0,7,20,35.0,0,0,0.0,0,11,11,21,3,0,6,14,23,-44
Ryan Hollins,"C, F",57,89,64.04494382022472,0,0,0.0,31,54,57.407407407407405,43,71,114,14,6,20,28,69,145,-72
Saben Lee,G,69,176,39.20454545454545,13,46,28.26086956521739,71,96,73.95833333333334,22,54,76,97,26,4,32,45,222,-15
Samuel Dalembert,C,268,567,47.266313932980594,0,2,0.0,108,148,72.97297297297297,212,445,657,67,36,116,132,225,644,-252
Sandro Mamukelashvili,"C, F",151,327,46.17737003058104,42,131,32.06106870229007,52,73,71.23287671232876,97,179,276,95,17,19,45,68,396,-71
Sasha Pavlovic,G,42,119,35.294117647058826,18,60,30.0,1,6,16.666666666666664,7,49,56,32,24,5,14,59,103,-32
Scoot Henderson,G,307,797,38.51944792973651,87,268,32.46268656716418,167,204,81.86274509803921,53,141,194,336,48,13,212,195,868,-495
Scottie Barnes,"F, G",1369,2890,47.37024221453287,222,713,31.136044880785413,544,712,76.40449438202246,515,1048,1563,990,238,204,455,480,3504,97
Sebastian Telfair,G,299,776,38.53092783505155,104,315,33.01587301587301,131,170,77.05882352941177,35,170,205,336,88,23,150,253,833,-243
Semaj Christon,G,77,223,34.52914798206278,12,63,19.047619047619047,17,31,54.83870967741935,19,68,87,130,28,7,43,79,183,-140
Serge Ibaka,"C, F",4014,7831,51.25782147873835,531,1475,36.0,1123,1467,76.55078391274711,1606,3941,5547,612,326,1575,1021,2085,9682,2447
Sergio Rodriguez,G,210,536,39.17910447761194,92,252,36.507936507936506,18,27,66.66666666666666,21,136,157,344,49,4,128,95,530,-138
Seth Curry,G,828,1772,46.72686230248307,389,893,43.56103023516237,222,256,86.71875,63,406,469,470,138,34,246,337,2267,525
Shabazz Napier,"G, F",438,1088,40.25735294117647,179,495,36.16161616161616,241,297,81.14478114478115,52,282,334,389,165,21,229,199,1296,18
Shaedon Sharpe,"G, F",482,1082,44.54713493530499,162,463,34.98920086393088,173,224,77.23214285714286,105,291,396,188,66,36,155,224,1299,-543
Shai Gilgeous-Alexander,"G, F",2742,5500,49.85454545454546,400,1155,34.63203463203463,2037,2379,85.62421185372006,227,1373,1600,1606,439,248,748,705,7921,464
Shake Milton,"G, F",882,1937,45.53433144037171,242,663,36.50075414781297,362,437,82.83752860411899,126,478,604,694,120,63,294,473,2368,240
Shannon Brown,"G, F",499,1197,41.687552213868,107,331,32.3262839879154,185,233,79.39914163090128,83,236,319,182,104,30,146,170,1290,-301
Shaquille Harrison,G,80,180,44.44444444444444,9,38,23.684210526315788,44,59,74.57627118644068,13,79,92,94,39,9,33,57,213,-9
