personName,teamName,season_year,position,mean_minutes_played,total_minutes_played
Andre Iguodala,Warriors,2018-19,G,24.66388888888889,147.98333333333335
Andre Iguodala,Warriors,2021-22,F,18.98950617283951,512.7166666666667
Andre Iguodala,Warriors,2021-22,G,22.520833333333332,90.08333333333333
Andre Iguodala,Warriors,2022-23,F,14.070833333333333,112.56666666666666
Andre Jackson Jr.,Bucks,2023-24,F,9.891666666666666,415.45
Andre Jackson Jr.,Bucks,2023-24,G,10.46111111111111,156.91666666666666
Andre Miller,Kings,2014-15,G,20.735,622.05
Andre Miller,Nuggets,2011-12,G,27.407323232323233,1808.8833333333334
Andre Miller,Nuggets,2012-13,G,26.235162601626016,2151.2833333333333
Andre Miller,Nuggets,2013-14,G,19.008333333333333,570.25
